@relation sea

@attribute at1 numeric
@attribute at2 numeric
@attribute at3 numeric
@attribute cl {0,1}

@data
2.749293,6.510103,7.474599,1
7.212457,9.454370,1.342486,1
4.781235,7.251373,1.065161,0
6.776622,4.809073,2.447029,1
6.822601,3.640200,0.878916,0
2.131675,5.464024,9.026651,1
7.104020,2.493893,3.618629,0
6.027008,2.159643,4.074715,0
8.669746,1.549313,8.671454,1
1.003684,0.013940,9.559403,1
7.265314,0.624564,6.110872,0
5.433638,8.557900,1.473197,1
2.198101,2.352113,4.724277,1
7.816136,3.750928,8.749653,1
6.244821,2.368282,3.644504,0
4.527925,7.719219,1.048130,1
9.268532,9.719584,9.079874,0
9.733524,8.639277,6.057135,1
9.263842,2.168007,1.040773,0
0.725907,2.513970,6.953718,1
4.866083,1.677994,7.253784,1
5.428922,6.003437,7.602375,1
8.371718,1.246880,3.945571,0
8.966099,4.993701,6.097315,1
4.713285,5.177189,8.506846,1
3.816466,4.563982,1.445647,0
6.731989,2.486421,7.777787,1
5.000391,4.731505,0.381905,0
6.409500,7.635688,2.548694,1
3.639125,0.151069,3.512165,0
1.397948,7.457736,4.910487,0
2.451437,1.007802,8.598678,1
6.184990,7.105525,1.611531,0
1.669506,3.057179,3.081764,0
5.543600,0.859550,5.859391,1
5.591055,6.241296,0.410465,0
3.876984,2.959158,3.838977,0
3.110227,7.351141,9.526952,1
4.808877,4.437439,4.872222,1
5.445241,3.470900,4.425037,1
0.576425,6.036569,1.631688,1
9.093747,4.713452,0.647426,0
5.573002,6.506817,5.181337,1
2.748113,5.591802,3.164612,1
8.550960,7.003589,4.141206,1
4.354730,3.668158,6.169362,1
8.105597,1.041585,6.423923,1
4.512485,0.848960,5.181070,0
6.885528,6.812758,7.334840,1
1.526210,7.982266,0.616622,1
4.489084,5.797959,8.263270,1
1.389761,1.427882,3.862294,0
8.431471,8.003500,1.601908,1
1.671659,7.771270,1.949809,1
8.812855,8.373732,3.328095,1
9.222692,8.509166,8.414248,1
5.321924,5.749089,2.087495,1
3.731355,2.704117,3.947347,0
8.502076,2.210617,5.457635,1
3.638499,9.319929,9.832559,1
7.323430,1.434467,4.856171,0
9.205737,6.805981,8.772345,1
5.179712,2.100439,1.343931,0
0.609604,9.758180,0.510623,1
5.507269,2.598118,2.779663,0
5.302235,6.727009,7.459062,1
8.937626,2.916698,3.696149,0
2.236627,3.528708,4.646094,1
4.963175,9.502266,8.555145,1
6.308246,7.327490,2.187504,1
9.427929,3.531435,5.890362,0
3.289616,6.400985,5.969062,1
8.999103,8.748724,8.035508,1
5.475733,5.494570,8.105649,1
8.411268,1.801799,6.989484,0
5.330507,1.635578,0.207952,1
1.137844,8.763098,4.462594,1
6.090588,6.650098,8.934049,1
0.181533,4.824411,5.556050,1
1.225396,1.525111,2.268034,1
0.273836,0.303542,4.525836,0
5.798112,2.631485,0.162928,0
4.433284,7.152412,4.857275,1
8.787990,5.065228,0.057472,0
3.828325,4.520066,7.371924,1
1.170164,6.305973,5.437429,1
1.130384,0.993478,4.822846,0
2.518590,7.090879,2.580278,1
7.394421,7.106114,8.541994,1
9.737599,8.704923,7.401913,1
5.857334,2.259188,3.934673,0
7.324416,3.992146,4.571158,1
8.512212,1.943083,1.071654,0
8.249056,6.509082,1.034073,1
7.502561,5.856919,1.735219,0
2.947798,4.315497,2.813576,0
1.421611,1.355571,3.534753,0
0.060493,0.936666,5.330093,0
3.195855,9.264767,0.563151,0
3.256912,5.134310,1.673012,0
7.077393,2.744665,1.451499,0
9.253748,2.485571,4.705888,1
8.342490,6.441107,6.777460,1
0.756605,9.591036,1.632509,1
0.946606,5.167262,3.337426,1
6.103928,8.667519,6.924927,1
7.932285,7.488078,9.820053,1
2.622388,1.493065,2.958320,0
4.237730,4.409819,5.026228,1
6.895390,9.732117,0.247787,1
6.173224,7.025246,6.528169,1
6.616282,8.160678,9.108045,1
3.327939,2.445470,8.569987,1
1.112989,5.494914,8.731649,1
2.982992,8.551702,0.234472,1
0.044767,3.192792,5.305160,1
7.602611,0.331388,7.773975,1
0.063505,8.021762,9.735881,1
5.047008,6.264050,3.166557,1
4.424727,2.274602,9.226177,1
4.720072,7.796165,7.184533,1
3.291079,5.916183,4.878336,1
4.467885,5.112808,1.879451,0
8.305599,7.184611,8.795149,1
7.515999,6.569124,0.406211,0
4.590886,0.142091,3.816233,0
6.406141,6.982790,1.301182,0
9.257392,0.527360,8.583535,1
8.323524,5.768068,9.810525,1
1.684251,4.688861,7.888675,1
9.801669,9.768126,0.664788,1
6.952736,9.459937,4.015479,1
6.029061,4.421689,2.048239,1
4.563781,5.864472,0.257839,1
2.847262,1.559021,1.800790,0
2.086381,0.384325,6.082118,1
6.152393,5.892642,2.024510,1
0.581504,9.913184,3.988780,0
9.681310,4.653568,8.490441,1
4.113504,2.505920,1.102781,1
6.927609,3.151021,0.762511,0
9.015492,1.020350,2.461311,0
2.579372,4.262102,3.967409,1
4.646427,0.049526,5.075659,1
5.942169,7.100169,8.635464,1
7.013353,2.624244,6.906845,1
7.277812,5.397286,3.328709,1
7.903205,4.431490,1.533881,0
7.582510,2.296392,6.322204,1
3.316742,8.783515,8.460758,1
3.045616,2.428167,0.561867,0
2.477693,5.637526,8.490863,1
2.737695,7.126327,4.943533,1
9.750571,1.850378,6.445712,1
7.247664,9.774421,8.419699,1
4.205910,9.953579,9.981684,1
2.249971,6.303888,8.386424,1
5.087402,6.847182,1.462827,1
9.275349,2.024693,5.825062,1
7.662220,4.315925,0.172902,1
1.442252,5.116436,0.150964,0
6.966814,6.596675,8.221205,1
6.371096,6.640903,9.365348,0
6.594482,9.347032,2.365427,1
5.650919,0.751851,4.411166,1
7.599032,5.873993,8.871341,1
7.898686,4.696403,8.627421,1
9.012327,8.800324,5.960821,0
3.916760,6.111785,1.647401,0
2.708460,9.868607,5.098052,1
6.509510,4.463399,9.656562,1
3.810431,2.021988,1.948446,0
2.773839,6.359612,0.199672,1
2.233605,9.071012,7.247252,0
3.767415,5.874674,5.693198,1
4.674998,1.654019,3.234321,0
7.765804,4.881722,9.475330,0
4.750329,4.573382,9.553820,1
9.036781,9.210382,4.363831,1
1.232370,6.312277,2.308562,1
2.671889,2.508234,4.379080,0
1.579247,1.626332,5.037786,0
7.501006,0.730984,8.126404,1
2.385003,1.360725,0.767760,1
6.242447,0.243091,0.625071,1
4.816473,0.178891,2.252615,0
9.389273,6.616446,6.700467,0
2.928723,9.009029,4.627851,1
1.517264,9.006931,0.506105,1
0.633263,5.543891,8.443172,1
6.274875,6.569577,0.310272,0
7.930302,1.078032,8.810685,1
1.321123,9.435756,5.165525,1
9.614648,7.418140,9.990851,1
4.034585,6.691318,9.625563,1
5.700347,4.253414,2.563920,0
3.260346,3.070025,0.314121,0
8.613915,8.757294,2.027878,1
5.326870,2.338150,3.548667,0
3.416182,2.359352,7.429921,1
1.795109,2.595445,0.874902,0
0.013585,0.865753,0.413676,0
7.557071,0.039239,1.011479,0
4.292654,3.575399,0.475029,0
6.645423,0.789150,1.446608,0
9.546444,3.474487,0.148129,0
5.812636,3.696796,8.130486,1
6.056149,5.560406,3.966125,1
8.155851,4.841026,9.261013,1
5.706779,9.674689,2.217607,1
9.713928,3.229087,6.521269,1
6.804485,6.996297,1.559581,1
7.785448,3.006189,8.709248,1
6.480676,8.857376,2.205205,1
2.554172,0.335690,1.522131,0
5.896096,5.488256,6.461577,1
0.329282,5.722590,2.221384,1
5.397279,4.438992,9.299912,1
7.668078,5.821181,9.117789,1
2.817478,0.677369,7.922472,0
3.683558,6.631719,7.934817,0
5.489095,0.140022,2.457546,0
0.475712,3.979677,6.653587,1
9.467933,3.115164,0.423755,0
8.837754,2.645139,5.833276,1
7.084131,5.133188,9.346241,1
0.954369,8.464030,9.224773,1
9.141399,7.147245,4.374773,1
3.778964,2.309590,2.989192,0
2.449612,5.446738,7.311326,1
9.426415,3.964913,9.297132,1
7.080078,9.720887,8.691562,1
2.366026,4.524838,0.152866,0
9.658026,9.499106,4.202366,0
7.963137,3.427140,4.384242,1
0.574385,8.759014,9.929494,1
1.068604,2.918686,3.621408,0
8.365424,0.932734,6.443540,1
4.897647,5.740671,6.686186,1
5.461558,5.377748,7.895557,1
9.902586,8.048423,7.277741,1
7.547530,1.480108,0.173006,0
4.907248,4.557248,2.615203,1
3.316262,2.544697,9.834981,1
5.463383,3.456389,7.903082,1
4.389124,4.346622,1.620646,0
0.087293,8.306832,1.264496,1
3.684580,9.160053,3.376435,1
7.208476,0.654176,3.147778,0
2.134284,3.320785,0.266672,0
7.878033,2.881875,2.523164,0
5.426571,2.358145,5.579161,0
5.814535,3.482244,4.718760,0
7.828865,6.339406,9.490430,1
4.646238,0.754926,3.465008,0
9.914979,6.841443,1.917984,1
7.495619,5.065763,1.879461,0
8.386547,2.146133,6.671436,1
5.028008,9.194600,7.458875,0
1.552745,3.038036,1.344532,0
6.520280,6.063293,7.570938,1
2.402699,7.061368,2.265302,1
7.816293,5.730310,5.379754,1
2.571754,7.297739,4.854727,0
2.363501,6.734188,9.697276,0
8.880322,6.368712,7.014629,1
5.563312,4.473504,4.362907,1
7.511540,5.707439,4.483336,1
1.770732,2.054275,8.380965,1
9.115642,0.646268,1.222367,0
6.376578,6.602121,4.663208,1
3.899859,9.517935,9.015704,1
6.252123,8.712980,7.013409,1
5.081693,4.028038,9.040772,0
8.501542,3.403680,7.761062,1
9.111119,2.244398,0.044903,1
4.298673,8.425868,5.055282,1
9.072136,6.277648,0.346250,0
2.879769,5.009457,4.397045,1
4.527392,3.412749,3.042989,1
2.125730,0.056398,5.911960,0
4.084436,4.952733,7.852427,1
8.356412,5.613489,8.599061,1
7.857887,8.643964,8.349382,1
7.069832,3.404665,5.570875,1
9.682313,5.917125,1.590681,1
0.926582,5.987727,9.341711,1
9.400476,2.384700,6.233489,1
2.441098,2.145449,8.733628,1
7.098181,6.586055,9.111513,1
2.199544,7.710574,2.922125,0
6.354538,1.271508,2.213991,0
4.676172,7.784866,9.566338,1
3.701991,1.157019,6.920567,1
7.144746,6.262278,0.082546,0
8.646977,6.316035,8.071427,1
8.461484,6.805055,7.613609,1
3.391110,6.725122,1.014259,1
4.435696,3.936384,5.648085,0
5.207891,7.862076,4.214604,1
5.646942,3.780942,4.242548,1
4.937962,1.163116,3.977505,0
7.425394,4.060051,8.627929,1
0.376087,6.699356,7.160447,1
3.504411,4.774056,4.397236,1
1.499178,5.411495,2.486175,1
9.347879,8.134260,6.725108,1
5.996336,0.939712,4.439835,0
4.720654,8.682384,0.992211,1
9.845499,4.969717,1.741323,0
9.029768,0.369251,3.343264,0
7.068607,0.503711,8.243425,0
5.277767,2.640661,7.468539,1
8.052157,9.954714,2.711819,1
8.088973,9.436927,1.955807,1
0.376639,6.395642,5.728589,1
5.078025,6.720800,4.755909,1
1.690516,6.497232,2.194417,0
6.866483,5.537681,0.126138,0
6.041391,8.369563,4.508108,1
1.010225,1.976647,8.096102,1
1.931360,0.807921,6.462419,0
0.244848,8.418225,4.105643,0
4.813868,9.834231,5.718780,1
6.555032,0.474689,4.815416,0
6.971920,7.009832,8.965832,1
2.547513,9.091970,7.773494,1
7.461534,2.281602,9.908062,1
4.258249,8.004165,7.534141,1
8.812085,3.996559,6.209942,1
2.414785,0.315586,9.678419,1
0.149817,5.397199,7.120544,1
5.871888,1.935960,4.950397,0
8.945793,3.916229,6.682213,1
3.008199,4.455707,0.082211,1
6.737309,9.990273,8.941491,0
7.994437,6.475632,7.185167,1
0.472191,3.395110,5.863454,1
3.710696,5.541874,0.115628,0
0.939073,7.236172,0.565362,1
9.172132,5.515759,9.654770,1
9.431988,6.336983,9.611232,1
0.792690,9.693442,2.909919,1
9.683715,1.851410,8.525558,1
8.327043,5.710725,4.484674,1
9.105835,0.348128,1.686209,0
5.890002,1.801837,6.677044,1
9.038010,7.242405,3.640036,1
2.758164,3.294806,6.328068,1
9.631789,5.939300,4.630338,0
5.632742,7.540257,7.954478,1
9.391667,6.480036,2.994609,1
2.190762,7.479283,6.517943,1
7.827411,8.204152,4.113128,1
0.005990,0.790172,0.546488,0
8.032578,4.186524,7.254142,0
7.481330,3.582210,2.980893,0
9.521510,7.611232,7.537599,1
5.151489,5.492077,0.470710,0
1.972114,3.465319,2.261867,0
0.944601,8.779810,5.459472,1
6.983963,9.572600,2.489425,1
0.362772,3.035913,6.033952,1
7.222437,3.288093,9.186090,1
6.870303,2.166984,1.816888,0
9.778215,9.354486,1.546065,1
4.846563,2.016775,9.472862,1
5.482094,1.734729,0.981553,0
0.514539,6.441025,5.198708,1
6.013625,7.688133,4.488453,1
0.724046,0.522405,4.771746,0
3.810498,3.957836,2.650252,1
6.124820,4.467140,7.072615,1
3.821626,8.618681,0.832741,1
0.635456,0.305603,5.486867,0
2.040331,6.468420,2.544245,1
2.909444,7.742952,0.053372,1
5.431086,4.541825,5.299467,1
5.064230,0.071213,4.101616,0
4.029049,6.751868,9.555531,0
1.219008,6.628146,6.056905,1
5.246827,6.889646,3.708824,1
7.195249,9.195691,1.999832,1
5.664110,4.544076,1.790450,0
2.287029,1.843822,7.496624,1
6.385647,2.796091,3.873247,0
2.867304,7.974863,0.324607,1
4.726730,9.880137,7.050222,1
6.508284,3.107127,0.986372,0
9.996773,4.695196,7.637393,1
3.890887,9.637224,6.427602,1
4.181301,8.218052,8.128551,1
0.061874,5.625176,4.186445,1
8.421268,8.059691,7.897399,1
6.034554,8.222005,8.184923,0
8.102143,5.235145,6.707023,1
8.342272,7.693395,6.365537,1
2.388591,4.002929,5.531067,1
3.640153,1.958669,5.834476,1
0.176721,3.963027,4.289784,0
9.588203,8.476229,6.686117,1
6.535921,4.583516,9.298041,1
2.805521,7.482965,3.331759,0
2.718109,0.038781,5.518090,0
7.732177,1.883627,9.399427,0
5.886556,4.930494,6.400246,1
6.889163,2.234722,7.348163,1
6.197749,1.637948,7.304480,1
0.114177,3.990597,3.795423,1
8.574112,3.093464,9.220572,1
0.576428,2.552330,2.287297,0
2.591111,7.805387,4.354919,0
9.689013,3.754346,0.444056,0
8.684840,6.844302,5.102278,1
9.079024,2.450441,2.639889,0
4.088389,9.944369,1.062725,1
3.934966,4.858148,0.852663,0
7.951611,0.073234,3.888711,0
2.625564,6.176008,1.822577,1
3.981395,6.177496,5.539964,1
9.931842,5.984020,9.245977,1
2.828322,4.348255,4.190687,1
6.798697,6.830575,7.184119,0
6.774945,8.246843,5.089651,0
3.104991,5.942314,3.218989,1
6.015548,7.107700,9.584641,1
3.283709,1.407218,3.857788,0
7.584714,9.397752,0.935511,1
5.381772,0.181489,6.133239,0
4.529744,0.323926,0.117440,0
7.154501,7.301559,2.215526,1
5.548402,7.305177,4.639357,1
3.247490,7.858346,9.709995,1
4.966046,9.294637,7.904150,1
0.701855,1.761938,5.514858,1
1.159690,6.450369,5.803124,1
6.631857,1.936363,4.751556,0
2.260289,4.868996,2.490041,1
2.170555,4.705567,3.344236,1
2.010744,7.983593,6.372350,1
5.841938,6.082346,4.521273,0
5.376983,2.425423,9.057738,1
4.187362,4.572596,4.365406,1
1.022965,0.168530,1.888513,0
2.104894,6.640069,8.816423,1
1.509065,1.306465,3.779972,0
6.012032,7.124208,1.398576,1
5.107800,7.770927,3.281010,0
3.853273,7.802282,1.757722,1
0.227706,0.815461,5.309093,0
5.388056,9.674499,9.762118,1
9.843029,1.650632,4.065844,0
8.290701,2.882268,6.313105,1
4.188733,0.093077,3.479386,1
7.217286,4.877962,8.223541,1
2.648889,1.504551,3.274824,0
9.306833,5.032547,5.732418,1
5.848007,1.041510,3.949606,0
0.716009,3.711725,7.647085,0
5.362357,1.712929,2.506960,0
4.595197,8.820065,3.452825,1
8.913142,6.932210,8.984695,1
1.810173,7.208236,8.455514,1
8.712788,1.730338,0.961224,0
6.762884,6.693641,7.554160,1
7.735151,1.503766,3.846955,0
5.215490,1.494039,9.010198,0
3.206968,1.517158,4.230906,0
0.337223,7.683730,6.586095,1
4.615941,5.570791,5.380793,1
2.779027,3.836307,0.885175,0
5.566645,1.846399,9.511436,1
8.540040,7.065595,4.940420,1
8.569361,8.787374,4.726351,1
0.281414,3.736549,4.362699,1
5.253706,8.593605,1.290547,1
6.277335,7.876643,4.841295,0
3.447433,0.222088,7.319388,1
4.058394,8.204564,7.718275,1
0.050963,7.229710,1.954568,1
4.295305,6.894988,4.866194,1
5.682363,9.592546,6.649518,1
3.329094,1.012217,9.452159,1
9.605822,0.742707,4.173730,0
8.619349,9.015025,6.776432,1
9.237113,4.095820,8.293242,1
2.300384,6.011518,2.920547,1
3.241227,4.875115,0.942349,0
1.770103,5.808543,0.401199,0
5.401089,7.050716,3.416243,1
8.062933,2.868402,7.312984,1
3.611109,1.486715,3.551911,0
0.501740,0.328342,4.297241,0
4.424162,2.590483,3.034361,0
8.602001,5.954908,9.075893,1
0.830023,0.018242,9.379761,1
5.826786,9.780959,0.052593,1
6.831676,3.468836,9.958057,1
6.337239,7.271042,2.563363,1
8.757756,6.115273,2.178806,1
6.443615,6.476047,8.998350,0
9.066530,2.032711,7.592325,1
7.987618,6.668218,9.511759,1
6.686460,8.891520,1.417768,1
8.672479,1.470362,3.741120,0
4.939198,3.699178,0.398763,0
0.970220,2.962126,1.224784,0
9.077399,3.403589,8.987473,1
9.879636,7.985823,6.388793,1
0.018534,3.981117,6.614697,1
0.649335,6.126455,6.823794,1
5.017975,8.241563,9.849040,1
9.711925,3.590161,9.194609,1
7.289339,9.593371,5.927558,1
2.555497,7.152342,7.987535,1
0.555932,6.975008,7.153911,0
4.960832,3.542703,9.381733,1
7.523820,5.996429,2.985518,0
2.122885,9.809313,5.508949,1
8.050876,5.357990,0.831314,0
8.948151,0.025923,2.413922,0
9.619294,8.341480,4.497047,1
5.493823,2.484583,3.807688,0
9.459591,0.961598,6.485322,0
4.504302,5.867055,9.399789,1
1.863485,2.385307,0.201276,0
2.194620,5.710226,1.127230,1
1.068216,1.958544,8.008295,0
1.984467,0.422216,6.253855,0
8.763697,0.750903,3.778553,0
3.235486,7.586241,0.307274,0
8.547839,6.792597,7.115500,1
2.659652,6.515289,5.080262,1
8.900596,5.281538,8.509507,1
0.991764,9.636738,1.340710,1
1.595282,9.349005,2.076346,1
9.771221,8.330201,5.183510,1
9.081103,8.962063,2.792438,1
6.548304,3.099712,5.011666,0
9.892309,2.127166,8.148283,1
8.642455,3.228544,7.075099,1
8.510082,5.584606,8.638267,1
5.221344,9.978976,1.561826,1
9.327982,3.638172,0.396375,0
1.968373,5.579885,7.634121,1
4.541948,0.426560,3.366065,0
3.526272,8.377731,6.186395,1
0.504897,4.334678,5.970542,1
7.563222,3.045641,6.690402,1
8.630247,5.328668,5.575151,1
5.307645,7.136977,0.668216,0
0.775149,1.064591,3.734830,0
6.644476,1.368951,3.792998,0
1.795511,7.159063,2.276677,1
5.536794,8.463072,8.740363,1
2.797750,4.710906,5.189043,0
7.756546,1.879445,6.434277,0
7.208113,2.009428,0.238384,0
9.146405,0.906600,7.151384,0
1.971191,0.886214,2.665076,0
2.255165,6.458074,9.802092,1
3.617137,2.078768,9.372458,1
0.541840,8.112822,5.195622,1
2.823727,0.384665,3.700561,1
2.264110,0.134838,6.967067,0
2.144265,7.205451,1.987980,1
8.112050,9.139365,1.212225,0
0.025579,3.877301,8.698909,1
0.335375,8.501000,6.331419,1
0.579768,5.703878,3.106444,0
3.816699,8.302067,4.461198,1
8.686731,8.161759,7.220700,0
8.296597,4.187767,0.423064,1
1.393217,2.411044,1.731533,0
1.550409,2.943758,9.588509,1
6.821059,8.287417,3.856732,1
6.788417,0.188152,1.108947,0
5.892029,4.215392,8.489794,1
2.517458,2.950992,6.349155,1
1.112751,3.569855,2.155030,0
7.757622,2.578094,9.850210,1
4.989138,1.581743,8.656106,1
4.525501,8.244615,8.115535,1
6.532032,1.972267,8.502995,1
2.160419,9.611942,0.688635,1
3.827333,9.178429,7.761177,1
2.129420,4.110332,7.548981,1
7.680187,9.704011,2.651519,1
2.282105,2.501729,4.588647,0
4.083472,3.244753,3.810790,0
1.489368,1.926325,9.955533,1
3.898592,8.458529,1.341849,1
8.070470,2.030484,4.111458,0
1.208912,1.872634,8.242595,1
5.982966,5.791575,6.580503,1
5.495586,9.232022,9.100962,1
1.733752,3.689608,5.048934,0
6.934362,8.859724,4.426197,1
0.786049,4.381730,6.445130,1
2.840258,7.786980,0.743650,1
9.817463,4.855108,2.808532,0
6.727742,1.051126,4.364708,0
6.842702,0.945212,6.373861,0
0.177234,5.474822,0.115980,0
9.164431,5.164914,7.728210,1
4.024638,2.154407,4.522522,0
6.536137,0.967653,9.495327,1
8.754632,0.238978,0.287124,0
5.094086,3.095656,9.598471,1
4.146782,3.963179,4.532536,1
4.908391,0.906397,3.327772,0
6.381219,3.443752,6.996611,1
8.608666,4.724820,1.644442,0
6.879227,6.166965,7.443992,1
7.134617,6.939319,2.791759,1
7.178297,3.078883,4.461344,0
6.174539,4.059815,4.094211,1
8.022994,8.626747,1.310805,1
9.533144,4.638577,8.017009,1
8.082330,5.013619,1.460013,0
9.738440,3.104456,9.324301,1
9.271420,6.768292,0.033030,0
3.707612,2.824790,2.295287,1
5.903673,6.756631,3.158292,1
0.816447,7.252502,2.399532,1
5.879250,3.710336,1.770825,0
8.348914,9.787833,1.326757,1
4.801453,2.786770,3.122239,0
5.891226,2.446540,1.157558,0
9.214832,1.190588,1.568684,0
4.015378,3.863971,3.808353,0
0.620602,6.966645,1.997261,0
4.219148,4.396793,0.276489,1
8.107130,2.047314,5.510791,0
1.835147,6.837548,2.887287,1
9.624318,6.009526,1.176492,0
8.456066,2.334050,0.678191,0
3.524638,2.246875,0.593343,0
6.110846,4.401696,7.459067,1
1.368341,9.456328,8.168497,1
3.853121,8.444987,5.685886,1
0.492301,1.196677,8.416295,1
8.034225,1.303581,8.964048,1
7.313107,0.140540,3.174088,0
2.474591,3.852278,3.440071,0
6.099154,4.033414,3.539245,0
8.435110,0.998312,8.941448,1
0.454640,7.109945,5.390941,1
5.554933,1.076827,6.268013,0
2.273504,4.684307,8.374682,0
5.987888,7.338731,7.966272,1
7.479271,1.140360,9.070168,1
4.992638,2.510240,5.953091,0
6.543654,9.492335,3.301791,1
0.490648,2.243238,4.782216,1
9.353184,0.173157,5.253049,0
1.249984,1.521062,0.955350,0
6.205369,9.330032,3.831217,1
6.668763,1.797489,5.494253,0
2.937848,4.564422,4.101896,0
7.074662,0.054986,9.022278,1
9.547322,2.324068,8.597081,0
4.567307,3.379297,0.983257,0
3.552454,6.236306,8.828608,1
7.757368,9.783957,8.325926,1
9.113990,2.157142,6.155994,0
3.954631,1.650248,9.930787,1
6.214670,4.032682,4.822966,0
4.087669,3.845243,6.907649,1
6.169311,5.504730,3.672960,0
8.884027,4.656218,4.657108,1
0.892524,3.485715,7.238919,1
3.269673,5.564844,2.612629,0
7.721986,8.768623,8.166415,1
0.418871,8.097202,8.569097,1
2.129885,3.392063,9.922873,1
7.237306,6.830523,9.852544,1
2.335252,3.525505,4.143234,0
8.181722,8.800343,3.655760,1
2.286058,0.894679,7.724138,0
6.459523,0.336767,7.939394,0
9.105391,6.105809,5.858127,1
4.203011,4.427224,6.157803,1
7.819287,6.080677,2.550449,0
2.911199,2.402993,8.463209,1
5.928498,2.606443,6.465730,1
1.406786,0.121491,3.184465,0
1.016170,0.908603,9.248575,1
1.245370,7.187968,1.657202,1
3.293777,7.515329,9.875022,1
1.942554,6.032825,3.829683,1
2.113501,6.380132,4.818433,1
8.783125,3.281642,0.271151,0
5.888085,6.736882,8.821843,1
6.858372,2.006309,0.987715,0
2.914912,0.236290,5.350235,0
7.424258,7.007437,4.511042,0
4.522767,4.386063,8.214822,1
0.418888,2.044504,6.227160,0
8.424637,1.045593,7.557089,0
4.327235,7.828240,1.919385,0
4.565122,0.741228,7.510191,0
2.747536,8.497906,9.298036,1
8.734196,4.648271,9.822730,1
1.655708,4.333771,6.876487,1
8.719834,5.091309,2.643794,0
7.135814,8.870955,1.671112,1
9.916548,9.228201,2.768212,1
7.056441,4.687596,4.459103,1
5.428824,1.969294,3.045057,0
0.467200,2.343093,3.838809,0
6.991364,3.661539,5.359848,1
7.995310,2.236336,4.825545,0
7.327644,7.469340,5.853868,1
6.340295,7.524979,0.023908,0
6.753180,2.792120,0.500626,0
7.479716,4.959729,5.431183,1
6.929023,8.476241,1.084902,1
0.819334,4.923711,6.597618,1
8.585250,1.957466,6.457769,0
4.193802,1.283315,3.295705,0
8.752655,9.149572,5.984904,1
6.674551,6.008812,1.349792,0
8.800932,1.850419,7.237351,1
6.810148,2.668535,9.189189,1
1.144776,0.274091,1.135394,0
5.197802,7.733013,9.774808,1
9.690478,6.232577,0.363611,0
7.515892,3.659316,5.405727,1
2.808889,1.390631,1.361497,0
7.399444,2.711289,2.911171,0
4.561707,0.148522,2.481024,0
2.817057,1.670213,5.111027,0
1.944304,6.246421,5.925942,1
3.979434,5.700750,0.925157,0
1.933327,1.288768,7.554193,0
4.948084,2.959919,5.717767,0
4.350551,7.079263,7.240413,1
9.790552,0.151583,7.950370,0
0.300106,0.431394,5.724115,0
2.101607,0.835142,7.078995,0
7.081563,3.004938,1.188016,0
8.705688,2.113172,4.730908,1
3.401940,2.285101,0.088235,0
5.245020,5.806002,6.106997,1
2.885265,3.347410,1.345565,0
3.498994,9.295935,7.028077,1
9.727328,2.752192,6.916262,1
3.587334,3.995257,5.874846,0
7.000195,7.062861,1.729893,0
9.176034,6.460801,6.344898,1
8.745902,6.433133,0.927999,0
2.239134,7.034996,3.586493,1
0.382406,4.932057,7.800216,1
4.227992,4.828293,7.680499,1
7.580485,4.596760,5.784255,1
8.592017,1.659101,1.836715,0
8.721963,3.566608,1.298094,0
0.027409,7.642992,0.475971,0
4.076125,1.403969,2.764232,0
8.438965,6.350725,1.439659,0
1.282782,9.239875,2.702771,1
4.068168,0.383269,9.466094,1
4.980030,5.250350,2.816472,0
6.909451,4.653187,9.164259,1
8.219795,0.462353,3.529409,0
8.105345,4.005380,7.020514,1
5.409349,9.784746,8.496730,1
6.135471,9.936388,2.669685,1
9.176263,5.372456,2.929028,0
5.755725,2.395122,4.893084,1
7.645471,7.709556,4.307802,1
2.362743,3.472060,0.186334,1
3.934414,3.715744,8.829742,1
7.721124,5.850256,4.221229,1
5.635003,2.717958,6.978787,1
2.654346,9.648472,9.188728,1
5.020928,2.117756,5.075040,1
4.512878,9.968124,1.512408,1
7.677680,5.820210,6.713271,0
9.292271,6.899606,0.622962,0
0.615349,9.452704,5.266443,1
5.302961,9.487672,1.466946,0
2.205630,8.445733,2.708439,1
8.094205,1.897168,6.690585,0
4.014924,1.765625,3.891786,0
1.733749,5.404194,0.686152,0
1.224404,7.399423,9.451854,0
4.299029,0.074816,3.743358,0
9.527520,9.009801,3.250851,1
8.497472,4.717797,5.768445,0
3.163529,8.476885,5.563078,1
0.374053,2.253663,4.372867,0
4.019288,8.264653,2.916779,1
3.668847,3.602931,5.164467,0
1.002354,4.616321,5.409925,1
4.691136,9.153283,0.215761,1
8.163083,3.466612,9.049138,1
8.184409,4.817584,7.363657,1
3.294468,2.926735,2.605673,0
5.180398,6.978539,8.057498,1
5.243193,0.974277,4.952724,0
4.577208,0.117191,3.805291,0
4.733511,9.215217,0.880944,1
8.368500,1.096705,3.643304,0
4.563317,2.692442,3.192138,0
7.510025,0.555796,4.095664,1
3.482531,6.701336,4.473014,1
3.679876,2.530512,7.862614,1
3.504788,2.815338,7.835109,1
2.932528,1.640400,3.661558,0
0.855616,4.542502,7.090687,1
5.639207,0.733991,5.755699,1
3.426433,8.947837,2.950250,0
9.503633,7.045914,1.740951,0
3.747251,6.213965,1.649092,0
8.744477,9.511706,6.350195,1
2.327044,4.185304,0.331262,0
5.825705,3.992819,2.925612,0
8.535321,0.016299,5.905437,0
